Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.8429961204528809	0	26.083334	14.068779	77.0	9.0	26.083333333333332	14.068779462183477	5008	5008
1.924792766571045	1	28.901733	15.312795	88.0	10.0	28.90173410404624	15.312794431241516	5000	10008
3.1897616386413574	2	33.7973	17.504423	128.0	11.0	33.7972972972973	17.504423942542726	5002	15010
4.944855690002441	3	40.29365	22.383762	200.0	12.0	40.29365079365079	22.383762347524065	5077	20087
6.218822479248047	4	47.726414	24.148727	177.0	13.0	47.72641509433962	24.14872668187701	5059	25146
7.488402843475342	5	47.733334	18.607866	113.0	18.0	47.733333333333334	18.607866573379614	5012	30158
8.820559978485107	6	50.656567	21.732609	129.0	17.0	50.656565656565654	21.732609030578733	5015	35173
10.24048662185669	7	44.300884	18.920366	145.0	19.0	44.30088495575221	18.920366399823735	5006	40179
11.497427701950073	8	41.057377	17.378288	111.0	20.0	41.057377049180324	17.37828831028933	5009	45188
12.86849069595337	9	39.08527	17.27571	110.0	16.0	39.08527131782946	17.275708180663415	5042	50230
14.196615934371948	10	40.86179	14.38231	96.0	20.0	40.86178861788618	14.38230914398106	5026	55256
15.699829578399658	11	42.42373	18.589867	133.0	20.0	42.42372881355932	18.589867287233826	5006	60262
17.23685336112976	12	51.214287	22.769587	143.0	19.0	51.214285714285715	22.769586769035865	5019	65281
18.741833209991455	13	50.808083	19.437376	135.0	23.0	50.80808080808081	19.437377700509344	5030	70311
20.178308248519897	14	61.30488	22.352873	141.0	27.0	61.30487804878049	22.352873457665265	5027	75338
21.50604009628296	15	65.44156	26.140726	164.0	28.0	65.44155844155844	26.140724811587685	5039	80377
22.78005027770996	16	63.7	23.019775	137.0	29.0	63.7	23.01977410836171	5096	85473
24.2846519947052	17	53.010525	23.256235	140.0	15.0	53.01052631578948	23.256236169587357	5036	90509
25.78475785255432	18	50.0	24.859606	127.0	20.0	50.0	24.859605789312106	5100	95609
27.1432523727417	19	42.22689	13.467943	86.0	16.0	42.226890756302524	13.467943249606469	5025	100634
28.509104013442993	20	36.239132	9.724878	75.0	19.0	36.23913043478261	9.724877964158182	5001	105635
29.74327564239502	21	33.105263	7.8758106	64.0	18.0	33.10526315789474	7.8758106472794625	5032	110667
31.10024857521057	22	31.515724	6.469916	52.0	19.0	31.51572327044025	6.46991620284594	5011	115678
32.69679522514343	23	29.97006	6.918192	54.0	15.0	29.97005988023952	6.918191890828884	5005	120683
33.96209454536438	24	30.981482	7.1149917	67.0	16.0	30.98148148148148	7.114992189355891	5019	125702
35.26691222190857	25	32.173077	6.649815	50.0	18.0	32.17307692307692	6.649815364256231	5019	130721
36.36239004135132	26	32.95395	7.860912	62.0	17.0	32.953947368421055	7.860911638398157	5009	135730
38.0247859954834	27	37.901516	10.707446	87.0	19.0	37.90151515151515	10.707445617125956	5003	140733
39.774860858917236	28	42.533897	14.359596	106.0	21.0	42.53389830508475	14.359596214632404	5019	145752
41.012858867645264	29	43.547825	17.026445	129.0	22.0	43.54782608695652	17.026446680927	5008	150760
42.22581481933594	30	48.932037	21.489786	140.0	13.0	48.932038834951456	21.489786300953014	5040	155800
43.474735498428345	31	59.802326	37.439823	187.0	25.0	59.80232558139535	37.43981830340088	5143	160943
44.604844093322754	32	54.423912	22.792177	157.0	28.0	54.42391304347826	22.792177193279056	5007	165950
45.892152070999146	33	55.369564	21.531431	161.0	16.0	55.369565217391305	21.531431721668607	5094	171044
47.25723195075989	34	70.56944	28.828913	187.0	27.0	70.56944444444444	28.828914106851943	5081	176125
48.519932985305786	35	86.18644	35.321995	187.0	33.0	86.1864406779661	35.32199323332836	5085	181210
49.901145935058594	36	74.83582	22.898607	150.0	38.0	74.83582089552239	22.89860649799483	5014	186224
51.37282991409302	37	71.87324	32.030323	200.0	35.0	71.87323943661971	32.03032435424975	5103	191327
52.469566106796265	38	61.817074	20.597849	122.0	27.0	61.81707317073171	20.597849786419804	5069	196396
53.83702826499939	39	58.55814	22.567009	142.0	26.0	58.55813953488372	22.567008565789948	5036	201432
55.10091853141785	40	55.489132	20.564054	123.0	27.0	55.48913043478261	20.564053993197952	5105	206537
56.44422650337219	41	61.280487	37.06661	200.0	25.0	61.28048780487805	37.06660925568005	5025	211562
57.94863796234131	42	53.80645	28.28589	168.0	25.0	53.806451612903224	28.285889967966657	5004	216566
59.4324631690979	43	54.576088	34.15191	200.0	22.0	54.57608695652174	34.15190926474274	5021	221587
60.76013731956482	44	54.391304	33.736176	159.0	20.0	54.391304347826086	33.73617479209853	5004	226591
62.00691246986389	45	51.628864	23.415266	146.0	20.0	51.628865979381445	23.415264907166012	5008	231599
63.1886773109436	46	48.805824	22.347242	199.0	17.0	48.80582524271845	22.3472412026075	5027	236626
64.83666014671326	47	46.37963	19.319305	133.0	14.0	46.379629629629626	19.319304101699338	5009	241635
66.15099573135376	48	46.796295	20.730974	128.0	16.0	46.7962962962963	20.730974883393984	5054	246689
67.46281218528748	49	42.83898	14.651876	88.0	20.0	42.83898305084746	14.65187576293882	5055	251744
68.78693103790283	50	40.691055	13.42194	86.0	20.0	40.6910569105691	13.421939375757784	5005	256749
69.98278093338013	51	39.390625	15.162263	148.0	23.0	39.390625	15.16226523674398	5042	261791
71.1006555557251	52	36.50365	11.812479	93.0	12.0	36.503649635036496	11.812478919050431	5001	266792
72.79645133018494	53	37.789474	12.594337	123.0	21.0	37.78947368421053	12.594337330947527	5026	271818
